id_pack,device,lat,lon,hdop,alt,time,receptor,rssi,distancia
50,IFSPC@MPINAS,-22.883072,-47.084358,0.81,691.1,18:50:17,DRONE,-106,2999.97
51,IFSPC@MPINAS,-22.883066,-47.084362,0.81,690.1,18:50:23,DRONE,-106,2999.35
53,IFSPC@MPINAS,-22.883049,-47.08437,0.87,688.6,18:50:34,DRONE,-107,2997.9
55,IFSPC@MPINAS,-22.883045,-47.084366,0.87,686.7,18:50:46,DRONE,-105,2998.12
56,IFSPC@MPINAS,-22.883049,-47.084373,0.87,688.3,18:50:52,DRONE,-104,2997.61
60,IFSPC@MPINAS,-22.883038,-47.084381,0.87,690.4,18:51:15,DRONE,-104,2996.41
92,IFSPC@MPINAS,-22.888964,-47.077595,0.89,725.4,18:54:24,SOLO,-112,3899.27
6,IFSPDMPINAS,-22.889875,-47.075916,0.87,729.5,18:56:22,DRONE,-105,4098.41
7,IFSPC@MPINAS,-22.889875,-47.075916,0.87,729.5,18:56:32,DRONE,-106,4098.41
8,IFSPC@MPINAS,-22.889879,-47.07592,0.87,731.2,18:56:38,DRONE,-105,4098.24
9,IFSPC@MPINAS,-22.889879,-47.07592,0.87,732.4,18:56:39,DRONE,-107,4098.24
10,IFSPC@MPINAS,-22.889885,-47.075932,0.87,732.4,18:56:49,DRONE,-106,4097.44
11,IFSPC@MPINAS,-22.889893,-47.075924,0.8,734.2,18:56:55,DRONE,-107,4098.57
12,IFSPC@MPINAS,-22.889893,-47.075924,0.8,735.2,18:56:56,DRONE,-104,4098.57
13,IFSPC@MPINAS,-22.889896,-47.075924,0.8,735.9,18:57:2,DRONE,-108,4098.72
14,IFSPC@MPINAS,-22.889898,-47.07592,0.8,735.9,18:57:7,DRONE,-105,4099.19
15,IFSPC@MPINAS,-22.889898,-47.075924,0.87,736.8,18:57:18,DRONE,-106,4098.82
16,IFSPC@MPINAS,-22.889898,-47.075924,0.87,736.3,18:57:19,DRONE,-107,4098.82
18,IFSPC@MPINAS,-22.889893,-47.075928,0.87,736.7,18:57:35,DRONE,-106,4098.21
19,IFSPC@MPINAS,-22.889891,-47.075928,0.87,736.4,18:57:41,DRONE,-104,4098.11
20,IFSPC@MPINAS,-22.889889,-47.075928,0.87,736.1,18:57:47,DRONE,-106,4098.01
21,IFSPC@MPINAS,-22.889889,-47.075928,0.87,735.6,18:57:48,DRONE,-106,4098.01
22,IFSPC@MPINAS,-22.889887,-47.075932,0.87,735.6,18:57:54,DRONE,-107,4097.54
23,IFSPC@MPINAS,-22.889887,-47.075928,0.87,735.6,18:58:4,DRONE,-104,4097.91
24,IFSPC@MPINAS,-22.889885,-47.075928,0.87,733.7,18:58:10,DRONE,-106,4097.81
25,IFSPC@MPINAS,-22.889885,-47.075928,0.87,732.7,18:58:11,DRONE,-107,4097.81
26,IFSPC@MPINAS,-22.889883,-47.075924,0.87,732.7,18:58:17,DRONE,-106,4098.08
27,IFSPC@MPINAS,-22.889883,-47.075924,0.87,732.7,18:58:17,DRONE,-106,4098.08
28,IFSPC@MPINAS,-22.889883,-47.075912,0.87,730.5,18:58:33,DRONE,-107,4099.17
29,IFSPC@MPINAS,-22.889881,-47.075912,0.87,730.3,18:58:34,DRONE,-107,4099.07
45,IFSPC@MPINAS,-22.889923,-47.07592,0.79,746.7,19:0:11,DRONE,-104,4100.44
47,IFSPC@MPINAS,-22.889925,-47.075924,0.79,746.6,19:0:18,DRONE,-106,4100.17
48,IFSPC@MPINAS,-22.889923,-47.075928,0.79,746.6,19:0:28,DRONE,-104,4099.71
49,IFSPC@MPINAS,-22.889921,-47.075928,0.79,747.2,19:0:34,DRONE,-108,4099.61
50,IFSPMAFAS,-22.889921,-47.075928,0.76,747.7,19:0:35,DRONE,-105,4099.61
51,IFSPC@MPINAS,-22.889919,-47.075932,0.76,747.7,19:0:45,DRONE,-107,4099.14
52,IFSPC@MPINAS,-22.889919,-47.075932,0.79,747.1,19:0:46,DRONE,-107,4099.14
